"_id","intrimStatus.startTime","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateOpenedOrDisbursed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateClosed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.accountType"
"44382001565","{""$date"":""2020-07-28T07:04:01.736Z""}","28092019","08062020","06"
"44382001565","{""$date"":""2020-07-28T07:04:01.736Z""}","28022019",,"05"
"44382001565","{""$date"":""2020-07-28T07:04:01.736Z""}","28092018","28102019","06"
"44382001565","{""$date"":""2020-07-28T07:04:01.736Z""}",,,
"72106002237","{""$date"":""2020-07-28T07:04:01.662Z""}",,,
"3042CD0081949","{""$date"":""2020-07-28T07:03:57.020Z""}",,,
"70329000115","{""$date"":""2020-07-28T07:03:57.007Z""}",,,
"80897000037","{""$date"":""2020-07-28T07:03:56.991Z""}",,,
"27554002375","{""$date"":""2020-07-28T07:03:56.257Z""}",,,
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","25062020",,"07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","18122019",,"07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","20112019","06062020","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","25102019",,"07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","28062019","25062020","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","29032019","09122019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","23012019","21032019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","23012019","25102019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","19122018","18032019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","06122018","25102019","53"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","24092018","23012019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","28082018","24092018","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","30062018","28062019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","20062018","11122018","06"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","05042018","28082018","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","22012018","23012019","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","17102017","05122017","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","21082017","05042018","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","08082017","11092017","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","18072017","01062018","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","25102016","06052017","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","29082016","07122016","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","30072016","08082017","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","26072016","18072017","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","30032016","21032018","01"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","19112015","02012016","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","04072015","26072016","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","16052015","03032016","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","16052015","03032016","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","26032015","15032016","05"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","19092014","11082015","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","14072014","04072015","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","14072014","19012015","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","14072014","07072015","53"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","28052014","04072015","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","12052014","25072014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","30042014","19012015","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","04032014","24032015","05"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","31122013","20012014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","09112013","21032014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","29102013","13122013","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","12082013","28032014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","09072013","14072014","53"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","03042013","05032014","53"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","27122012","29032016","01"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","02072012","22052013","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","16062012","12032013","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","25052016","07062016","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","07072015","13102015","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","16102014","04122014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","30052014","20102014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}","24102013","30052014","07"
"28086003293","{""$date"":""2020-07-28T07:03:49.532Z""}",,,
"3054CD0291461","{""$date"":""2020-07-28T07:03:49.288Z""}",,,
"46382000342","{""$date"":""2020-07-28T07:03:48.588Z""}",,,
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","20012020",,"05"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","18012020",,"06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","30092019","19012020","06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","22082019",,"05"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","13082019","10032020","06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","15062019","02022020","06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","27052019","19012020","06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","20032019","16012020","06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","15122018","22092019","01"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}","30112018","22092019","06"
"57263004036","{""$date"":""2020-07-28T07:03:47.368Z""}",,,
"52388000450","{""$date"":""2020-07-28T07:03:46.164Z""}",,,
"52388000450","{""$date"":""2020-07-28T07:03:46.164Z""}",,,
"29970007785","{""$date"":""2020-07-28T07:03:45.616Z""}","20052020",,"06"
"29970007785","{""$date"":""2020-07-28T07:03:45.616Z""}","23122019",,"06"
"29970007785","{""$date"":""2020-07-28T07:03:45.616Z""}",,,
"90777000078","{""$date"":""2020-07-28T07:03:45.174Z""}",,,
"73896000235","{""$date"":""2020-07-28T07:03:44.957Z""}",,,
"54773001035","{""$date"":""2020-07-28T07:03:42.644Z""}","07062019","02022020","06"
"54773001035","{""$date"":""2020-07-28T07:03:42.644Z""}",,,
"47143000857","{""$date"":""2020-07-28T07:03:40.660Z""}",,,
"72246000185","{""$date"":""2020-07-28T07:03:39.512Z""}",,,
"87722000049","{""$date"":""2020-07-28T07:03:39.140Z""}",,,
"41081000420","{""$date"":""2020-07-28T07:03:37.169Z""}",,,
"3006CD0076100","{""$date"":""2020-07-28T07:03:36.903Z""}",,,
"70372000129","{""$date"":""2020-07-28T07:03:36.413Z""}",,,
"76466000956","{""$date"":""2020-07-28T07:03:36.171Z""}",,,
"3008CD0034265","{""$date"":""2020-07-28T07:03:35.708Z""}","20082019",,"07"
"3008CD0034265","{""$date"":""2020-07-28T07:03:35.708Z""}","17032017","04112019","00"
"3008CD0034265","{""$date"":""2020-07-28T07:03:35.708Z""}","24112009","27012017","53"
"41258001140","{""$date"":""2020-07-28T07:03:34.859Z""}",,,
"28692005405","{""$date"":""2020-07-28T07:03:34.345Z""}",,,
"60572000215","{""$date"":""2020-07-28T07:03:34.247Z""}",,,
"31388000110","{""$date"":""2020-07-28T07:03:33.444Z""}",,,
"29039006605","{""$date"":""2020-07-28T07:03:33.145Z""}",,,
"29039006605","{""$date"":""2020-07-28T07:03:33.145Z""}",,,
"89566000008","{""$date"":""2020-07-28T07:03:33.056Z""}",,,
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","27052020",,"07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","10032020","28052020","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","02032020",,"07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","10102019",,"07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","28082019","09102019","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","15072019","22072019","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","28032019",,"13"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","07032019","10032020","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","29122018",,"06"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","29102018","10102019","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","20062018","13082018","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","26032018","19092018","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","25032018","13052019","06"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}","22022018","07032019","07"
"50604001057","{""$date"":""2020-07-28T07:03:31.968Z""}",,,
"3025CD0170522","{""$date"":""2020-07-28T07:03:30.479Z""}",,,
"44413000235","{""$date"":""2020-07-28T07:03:30.428Z""}",,,
"79313000669","{""$date"":""2020-07-28T07:03:29.973Z""}",,,
"55609000938","{""$date"":""2020-07-28T07:03:29.159Z""}",,,
"49177001445","{""$date"":""2020-07-28T07:03:28.646Z""}","06092019",,"13"
"49177001445","{""$date"":""2020-07-28T07:03:28.646Z""}",,,
"78614000043","{""$date"":""2020-07-28T07:03:27.691Z""}",,,
"86026000089","{""$date"":""2020-07-28T07:03:23.806Z""}","30112018","08092019","06"
"86026000089","{""$date"":""2020-07-28T07:03:23.806Z""}",,,
"70136000152","{""$date"":""2020-07-28T07:03:22.580Z""}",,,
"51063000783","{""$date"":""2020-07-28T07:03:21.554Z""}","18012020",,"06"
"51063000783","{""$date"":""2020-07-28T07:03:21.554Z""}","25062019","14102019","06"
"51063000783","{""$date"":""2020-07-28T07:03:21.554Z""}","14032019",,"07"
"51063000783","{""$date"":""2020-07-28T07:03:21.554Z""}","26062018","14032019","07"
"51063000783","{""$date"":""2020-07-28T07:03:21.554Z""}","29062017","26062018","07"
"51063000783","{""$date"":""2020-07-28T07:03:21.554Z""}",,,
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","12052019",,"10"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","23062018","13032019","06"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","19012018","15122018","06"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","10082017","14012020","13"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","11022017","02122017","06"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","27092016","26062017","06"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","06052014","30042017","05"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","27112013","13102014","05"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}","16112011",,"05"
"28179000143","{""$date"":""2020-07-28T07:03:19.158Z""}",,,
"68060000072","{""$date"":""2020-07-28T07:03:18.281Z""}",,,
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","15072013",,"17"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","02052020",,"07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","13082019",,"07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","29062019",,"07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","04052019",,"07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","09042019","15062019","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","08032018","28082018","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","21092017","12022018","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03032017","08032018","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","18102016","21042017","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","18102016","21092017","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","19082016","20102016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","24052016","18102016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","24052016","18102016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","07032016","18102016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","29022016","03032017","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","28012016","09022016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","23062015","29022016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","23062015","05102015","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","15042015","24052016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","15042015","15032016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","15042015","24052016","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03042014","23062015","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03042014","28042014","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","18012014","23062015","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","14032013","03042014","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","14032013","03042014","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","14032013","03042014","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","11012013","18012014","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","27072012","30072013","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","15032012","14032013","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","09012012","11012013","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","12042011","28072011","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","07092010","07122010","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","06082010","07092010","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","31032010","12042011","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","01122009","16022010","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","20032008","06032009","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03042014","15042015","07"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03042014","15042015","07"
"50512000529","{""$date"":""2020-07-28T07:03:17.314Z""}",,,
"52486001097","{""$date"":""2020-07-28T07:03:16.948Z""}","14062019","10052020","06"
"52486001097","{""$date"":""2020-07-28T07:03:16.948Z""}","25032016",,"03"
"52486001097","{""$date"":""2020-07-28T07:03:16.948Z""}",,,
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","11032019","16032020","07"
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","26062018",,"00"
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","31032018",,"07"
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","20092017","26062018","54"
"49629000063","{""$date"":""2020-07-28T07:03:16.654Z""}",,,
"3054CD0291417","{""$date"":""2020-07-28T07:03:15.880Z""}",,,
"88395000114","{""$date"":""2020-07-28T07:03:13.490Z""}",,,
"3078CD0357319","{""$date"":""2020-07-28T07:03:13.449Z""}",,,
"842941420000266","{""$date"":""2020-07-28T07:03:13.251Z""}",,,
"842941420000266","{""$date"":""2020-07-28T07:03:13.251Z""}",,,
"64371000059","{""$date"":""2020-07-28T07:03:12.823Z""}",,,
"52547000867","{""$date"":""2020-07-28T07:03:12.578Z""}",,,
"32498001451","{""$date"":""2020-07-28T07:03:07.474Z""}",,,
"65206000163","{""$date"":""2020-07-28T07:03:07.262Z""}",,,
"48433000117","{""$date"":""2020-07-28T07:03:07.215Z""}",,,
"50242000289","{""$date"":""2020-07-28T07:03:02.531Z""}",,,
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","05112019","18032020","07"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","19092019","18032020","07"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","10072019","18032020","07"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","21072017",,"13"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","26052017","14122017","07"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}",,,
"37371000819","{""$date"":""2020-07-28T07:03:00.029Z""}",,,
"3061CD0134426","{""$date"":""2020-07-28T07:02:59.324Z""}",,,
"39758001282","{""$date"":""2020-07-28T07:02:59.000Z""}",,,
"30473002436","{""$date"":""2020-07-28T07:02:58.639Z""}",,,
"30473002436","{""$date"":""2020-07-28T07:02:58.639Z""}",,,
"81170000115","{""$date"":""2020-07-28T07:02:58.299Z""}",,,
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","09122019",,"06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","05102019","10052020","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","31032019","07022020","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","26022019","09102019","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","21112018","10102019","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","31102018","13052019","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","28052018","12052019","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","30042018","23052019","05"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","22122017","14122018","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","28012017","15112017","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","17102016","12082017","00"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","17102016","12082017","06"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","09052016","13052017","06"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","20012020",,"06"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","26122019","10012020","05"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","11122019","26122019","05"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","09122019","23012020","05"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","09112019","09122019","05"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","09102019","09112019","05"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","08102019","09102019","05"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","30042018","23052020","13"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}",,,
"62306000303","{""$date"":""2020-07-28T07:02:52.836Z""}",,,
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","10072019","07122019","07"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","13032019","07122019","07"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","30012019","15012020","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","18072018","25052019","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","23102017","14072018","07"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","12052017","31072018","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","16032017","08052020","05"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","24022017","12102017","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","30122016","28072018","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","20102016","15082017","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","14042016","12102017","06"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","28122015","24072016","07"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}",,,
"91051000008","{""$date"":""2020-07-28T07:02:49.178Z""}",,,
"52855000331","{""$date"":""2020-07-28T07:02:47.654Z""}",,,
"67155000081","{""$date"":""2020-07-28T07:02:46.984Z""}",,,
"3027CD0146543","{""$date"":""2020-07-28T07:02:44.804Z""}",,,
"3009CD0172974","{""$date"":""2020-07-28T07:02:40.420Z""}",,,
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","28112019",,"06"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","26102019",,"06"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","31052019",,"06"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","20062018","09082019","06"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","20062018","09082019","06"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","07062018",,"05"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","02082017","08032019","13"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","23102012","07042017","13"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}",,,
"3025CD0170518","{""$date"":""2020-07-28T07:02:39.645Z""}",,,
"50333000770","{""$date"":""2020-07-28T07:02:39.352Z""}",,,
"76745000424","{""$date"":""2020-07-28T07:02:38.074Z""}",,,
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","10102019",,"06"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","12082019","24062020","06"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","15042019",,"05"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","12032018","14042019","06"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","12032018","14042019","00"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}",,,
"3078CD0357318","{""$date"":""2020-07-28T07:02:32.542Z""}",,,
"769751420000128","{""$date"":""2020-07-28T07:02:32.445Z""}","31102019",,"34"
"769751420000128","{""$date"":""2020-07-28T07:02:32.445Z""}",,,
"3078CD0357298","{""$date"":""2020-07-28T07:02:28.844Z""}",,,
"3020CD0125032","{""$date"":""2020-07-28T07:02:28.586Z""}",,,
"3054CD0291424","{""$date"":""2020-07-28T07:02:27.296Z""}",,,
"56820002099","{""$date"":""2020-07-28T07:02:26.710Z""}",,,
"56820002099","{""$date"":""2020-07-28T07:02:26.710Z""}",,,
"63162000178","{""$date"":""2020-07-28T07:02:26.444Z""}",,,
"78761000333","{""$date"":""2020-07-28T07:02:25.862Z""}",,,
"76701000099","{""$date"":""2020-07-28T07:02:24.366Z""}",,,
"61689000397","{""$date"":""2020-07-28T07:02:22.985Z""}",,,
"59287000433","{""$date"":""2020-07-28T07:02:19.945Z""}",,,
"46836000967","{""$date"":""2020-07-28T07:02:19.780Z""}",,,
"46101001755","{""$date"":""2020-07-28T07:02:16.848Z""}","16092019","17032020","06"
"46101001755","{""$date"":""2020-07-28T07:02:16.848Z""}",,,
"48666000157","{""$date"":""2020-07-28T07:02:14.909Z""}",,,
"78878000179","{""$date"":""2020-07-28T07:02:14.789Z""}",,,
"76043000500","{""$date"":""2020-07-28T07:02:13.895Z""}",,,
"77881000308","{""$date"":""2020-07-28T07:02:13.575Z""}",,,
"51776004139","{""$date"":""2020-07-28T07:02:12.791Z""}","20102019",,"06"
"51776004139","{""$date"":""2020-07-28T07:02:12.791Z""}","19062018","13022019","06"
"51776004139","{""$date"":""2020-07-28T07:02:12.791Z""}",,,
"54483000515","{""$date"":""2020-07-28T07:02:09.165Z""}","11062018",,"13"
"54483000515","{""$date"":""2020-07-28T07:02:09.165Z""}",,,
"31774006421","{""$date"":""2020-07-28T07:02:07.022Z""}",,,
"78505000414","{""$date"":""2020-07-28T07:02:06.553Z""}",,,
"78505000414","{""$date"":""2020-07-28T07:02:06.553Z""}",,,
"530061420000038","{""$date"":""2020-07-28T07:02:05.719Z""}","08012019",,"13"
"530061420000038","{""$date"":""2020-07-28T07:02:05.719Z""}",,,
"513451420000014","{""$date"":""2020-07-28T07:02:02.706Z""}",,,
"513451420000014","{""$date"":""2020-07-28T07:02:02.706Z""}",,,
"54301000303","{""$date"":""2020-07-28T07:02:00.692Z""}",,,
"3027CD0146546","{""$date"":""2020-07-28T07:01:59.973Z""}",,,
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","08082019",,"07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","23082017","04072018","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","21032017","07122017","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","24082016","23082017","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","13012016","21032017","00"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","14112014","13012016","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","29032014","29042015","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","25012014","05052015","00"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","13022019","30072019","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","21102017","12102018","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","13012016","21032017","07"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}",,,
"3075CD0099046","{""$date"":""2020-07-28T07:01:58.942Z""}",,,
"44195001719","{""$date"":""2020-07-28T07:01:57.317Z""}",,,
"44195001719","{""$date"":""2020-07-28T07:01:57.317Z""}",,,
"30876007182","{""$date"":""2020-07-28T07:01:52.113Z""}",,,
"30419003604","{""$date"":""2020-07-28T07:01:50.718Z""}",,,
"33147003206","{""$date"":""2020-07-28T07:01:50.208Z""}","01122015",,"08"
"33147003206","{""$date"":""2020-07-28T07:01:50.208Z""}",,,
"75990000083","{""$date"":""2020-07-28T07:01:43.992Z""}",,,
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","13032018","09022019","00"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","13032018","09022019","06"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","31052017","01122018","17"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","29022016","05072016","07"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","24062015",,"13"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","20092013","28092015","13"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","02012010","09122011","13"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","31032006","31122015","05"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","11072005","13052006","05"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}",,,
"47516001234","{""$date"":""2020-07-28T07:01:41.271Z""}",,,
