"_id","intrimStatus.startTime","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateOpenedOrDisbursed"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","15032012"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","09012012"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","12042011"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","07092010"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","06082010"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","31032010"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","01122009"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","20032008"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03042014"
"3007CD0131499","{""$date"":""2020-07-28T07:03:17.562Z""}","03042014"
"50512000529","{""$date"":""2020-07-28T07:03:17.314Z""}",
"52486001097","{""$date"":""2020-07-28T07:03:16.948Z""}","14062019"
"52486001097","{""$date"":""2020-07-28T07:03:16.948Z""}","25032016"
"52486001097","{""$date"":""2020-07-28T07:03:16.948Z""}",
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","11032019"
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","26062018"
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","31032018"
"3004CD0129024","{""$date"":""2020-07-28T07:03:16.891Z""}","20092017"
"49629000063","{""$date"":""2020-07-28T07:03:16.654Z""}",
"3054CD0291417","{""$date"":""2020-07-28T07:03:15.880Z""}",
"88395000114","{""$date"":""2020-07-28T07:03:13.490Z""}",
"3078CD0357319","{""$date"":""2020-07-28T07:03:13.449Z""}",
"842941420000266","{""$date"":""2020-07-28T07:03:13.251Z""}",
"842941420000266","{""$date"":""2020-07-28T07:03:13.251Z""}",
"64371000059","{""$date"":""2020-07-28T07:03:12.823Z""}",
"52547000867","{""$date"":""2020-07-28T07:03:12.578Z""}",
"32498001451","{""$date"":""2020-07-28T07:03:07.474Z""}",
"65206000163","{""$date"":""2020-07-28T07:03:07.262Z""}",
"48433000117","{""$date"":""2020-07-28T07:03:07.215Z""}",
"50242000289","{""$date"":""2020-07-28T07:03:02.531Z""}",
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","05112019"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","19092019"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","10072019"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","21072017"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}","26052017"
"25260004990","{""$date"":""2020-07-28T07:03:01.655Z""}",
"37371000819","{""$date"":""2020-07-28T07:03:00.029Z""}",
"3061CD0134426","{""$date"":""2020-07-28T07:02:59.324Z""}",
"39758001282","{""$date"":""2020-07-28T07:02:59.000Z""}",
"30473002436","{""$date"":""2020-07-28T07:02:58.639Z""}",
"30473002436","{""$date"":""2020-07-28T07:02:58.639Z""}",
"81170000115","{""$date"":""2020-07-28T07:02:58.299Z""}",
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","09122019"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","05102019"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","31032019"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","26022019"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","21112018"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","31102018"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","28052018"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","30042018"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","22122017"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","28012017"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","17102016"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","17102016"
"3078CD0357328","{""$date"":""2020-07-28T07:02:58.137Z""}","09052016"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","20012020"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","26122019"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","11122019"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","09122019"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","09112019"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","09102019"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","08102019"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}","30042018"
"71586000643","{""$date"":""2020-07-28T07:02:56.717Z""}",
"62306000303","{""$date"":""2020-07-28T07:02:52.836Z""}",
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","10072019"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","13032019"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","30012019"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","18072018"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","23102017"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","12052017"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","16032017"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","24022017"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","30122016"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","20102016"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","14042016"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}","28122015"
"39455000605","{""$date"":""2020-07-28T07:02:51.873Z""}",
"91051000008","{""$date"":""2020-07-28T07:02:49.178Z""}",
"52855000331","{""$date"":""2020-07-28T07:02:47.654Z""}",
"67155000081","{""$date"":""2020-07-28T07:02:46.984Z""}",
"3027CD0146543","{""$date"":""2020-07-28T07:02:44.804Z""}",
"3009CD0172974","{""$date"":""2020-07-28T07:02:40.420Z""}",
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","28112019"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","26102019"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","31052019"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","20062018"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","20062018"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","07062018"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","02082017"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}","23102012"
"73304000425","{""$date"":""2020-07-28T07:02:40.064Z""}",
"3025CD0170518","{""$date"":""2020-07-28T07:02:39.645Z""}",
"50333000770","{""$date"":""2020-07-28T07:02:39.352Z""}",
"76745000424","{""$date"":""2020-07-28T07:02:38.074Z""}",
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","10102019"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","12082019"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","15042019"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","12032018"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}","12032018"
"25292002199","{""$date"":""2020-07-28T07:02:32.727Z""}",
"3078CD0357318","{""$date"":""2020-07-28T07:02:32.542Z""}",
"769751420000128","{""$date"":""2020-07-28T07:02:32.445Z""}","31102019"
"769751420000128","{""$date"":""2020-07-28T07:02:32.445Z""}",
"3078CD0357298","{""$date"":""2020-07-28T07:02:28.844Z""}",
"3020CD0125032","{""$date"":""2020-07-28T07:02:28.586Z""}",
"3054CD0291424","{""$date"":""2020-07-28T07:02:27.296Z""}",
"56820002099","{""$date"":""2020-07-28T07:02:26.710Z""}",
"56820002099","{""$date"":""2020-07-28T07:02:26.710Z""}",
"63162000178","{""$date"":""2020-07-28T07:02:26.444Z""}",
"78761000333","{""$date"":""2020-07-28T07:02:25.862Z""}",
"76701000099","{""$date"":""2020-07-28T07:02:24.366Z""}",
"61689000397","{""$date"":""2020-07-28T07:02:22.985Z""}",
"59287000433","{""$date"":""2020-07-28T07:02:19.945Z""}",
"46836000967","{""$date"":""2020-07-28T07:02:19.780Z""}",
"46101001755","{""$date"":""2020-07-28T07:02:16.848Z""}","16092019"
"46101001755","{""$date"":""2020-07-28T07:02:16.848Z""}",
"48666000157","{""$date"":""2020-07-28T07:02:14.909Z""}",
"78878000179","{""$date"":""2020-07-28T07:02:14.789Z""}",
"76043000500","{""$date"":""2020-07-28T07:02:13.895Z""}",
"77881000308","{""$date"":""2020-07-28T07:02:13.575Z""}",
"51776004139","{""$date"":""2020-07-28T07:02:12.791Z""}","20102019"
"51776004139","{""$date"":""2020-07-28T07:02:12.791Z""}","19062018"
"51776004139","{""$date"":""2020-07-28T07:02:12.791Z""}",
"54483000515","{""$date"":""2020-07-28T07:02:09.165Z""}","11062018"
"54483000515","{""$date"":""2020-07-28T07:02:09.165Z""}",
"31774006421","{""$date"":""2020-07-28T07:02:07.022Z""}",
"78505000414","{""$date"":""2020-07-28T07:02:06.553Z""}",
"78505000414","{""$date"":""2020-07-28T07:02:06.553Z""}",
"530061420000038","{""$date"":""2020-07-28T07:02:05.719Z""}","08012019"
"530061420000038","{""$date"":""2020-07-28T07:02:05.719Z""}",
"513451420000014","{""$date"":""2020-07-28T07:02:02.706Z""}",
"513451420000014","{""$date"":""2020-07-28T07:02:02.706Z""}",
"54301000303","{""$date"":""2020-07-28T07:02:00.692Z""}",
"3027CD0146546","{""$date"":""2020-07-28T07:01:59.973Z""}",
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","08082019"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","23082017"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","21032017"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","24082016"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","13012016"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","14112014"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","29032014"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","25012014"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","13022019"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","21102017"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}","13012016"
"25799010904","{""$date"":""2020-07-28T07:01:59.527Z""}",
"3075CD0099046","{""$date"":""2020-07-28T07:01:58.942Z""}",
"44195001719","{""$date"":""2020-07-28T07:01:57.317Z""}",
"44195001719","{""$date"":""2020-07-28T07:01:57.317Z""}",
"30876007182","{""$date"":""2020-07-28T07:01:52.113Z""}",
"30419003604","{""$date"":""2020-07-28T07:01:50.718Z""}",
"33147003206","{""$date"":""2020-07-28T07:01:50.208Z""}","01122015"
"33147003206","{""$date"":""2020-07-28T07:01:50.208Z""}",
"75990000083","{""$date"":""2020-07-28T07:01:43.992Z""}",
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","13032018"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","13032018"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","31052017"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","29022016"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","24062015"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","20092013"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","02012010"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","31032006"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}","11072005"
"42931002028","{""$date"":""2020-07-28T07:01:43.252Z""}",
"47516001234","{""$date"":""2020-07-28T07:01:41.271Z""}",
"35982003026","{""$date"":""2020-07-28T07:01:37.310Z""}",
"86477000097","{""$date"":""2020-07-28T07:01:36.401Z""}",
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","11082018"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","07112018"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","28062019"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","28062019"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","29042018"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","31122017"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","20022006"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","01122005"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}","20112005"
"834591420000137","{""$date"":""2020-07-28T07:01:35.968Z""}",
"32926002081","{""$date"":""2020-07-28T07:01:35.475Z""}","10052019"
"32926002081","{""$date"":""2020-07-28T07:01:35.475Z""}",
"3078CD0357302","{""$date"":""2020-07-28T07:01:34.238Z""}",
"88243000024","{""$date"":""2020-07-28T07:01:33.882Z""}",
"3029CD0273203","{""$date"":""2020-07-28T07:01:32.787Z""}",
"35630000967","{""$date"":""2020-07-28T07:01:30.554Z""}",
"81978000032","{""$date"":""2020-07-28T07:01:29.165Z""}","18022020"
"81978000032","{""$date"":""2020-07-28T07:01:29.165Z""}","19122019"
"81978000032","{""$date"":""2020-07-28T07:01:29.165Z""}","04122019"
"81978000032","{""$date"":""2020-07-28T07:01:29.165Z""}","13112019"
"81978000032","{""$date"":""2020-07-28T07:01:29.165Z""}","02112019"
"81978000032","{""$date"":""2020-07-28T07:01:29.165Z""}",
"59934000859","{""$date"":""2020-07-28T07:01:29.048Z""}",
"3020CD0125027","{""$date"":""2020-07-28T07:01:27.676Z""}","28052020"
"3020CD0125027","{""$date"":""2020-07-28T07:01:27.676Z""}","18072019"
"3020CD0125027","{""$date"":""2020-07-28T07:01:27.676Z""}","20122018"
"3020CD0125027","{""$date"":""2020-07-28T07:01:27.676Z""}","17112018"
"3054CD0291460","{""$date"":""2020-07-28T07:01:26.368Z""}",
"72603000427","{""$date"":""2020-07-28T07:01:25.605Z""}",
"60552000068","{""$date"":""2020-07-28T07:01:25.565Z""}",
"30277004886","{""$date"":""2020-07-28T07:01:24.208Z""}",
"836621420000199","{""$date"":""2020-07-28T07:01:23.621Z""}","18112013"
"836621420000199","{""$date"":""2020-07-28T07:01:23.621Z""}",
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","02032019"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","09012018"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","18072016"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","18072016"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","14062016"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","18062015"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","30092015"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","27072015"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}","18062015"
"57467001315","{""$date"":""2020-07-28T07:01:20.489Z""}",
"3054CD0291457","{""$date"":""2020-07-28T07:01:12.814Z""}","21122019"
"3054CD0291457","{""$date"":""2020-07-28T07:01:12.814Z""}","02022019"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","20022020"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","07082018"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","18042017"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","10102016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","10102016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","06102016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","21092016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","21092016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","25092019"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","02112016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","29102016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}","01102016"
"28751005998","{""$date"":""2020-07-28T07:01:11.109Z""}",
"32973002080","{""$date"":""2020-07-28T07:01:10.988Z""}",
"32973002080","{""$date"":""2020-07-28T07:01:10.988Z""}",
"74219000130","{""$date"":""2020-07-28T07:01:09.930Z""}",
"685941420000130","{""$date"":""2020-07-28T07:01:09.898Z""}",
"685941420000130","{""$date"":""2020-07-28T07:01:09.898Z""}",
"3078CD0357209","{""$date"":""2020-07-28T07:01:08.492Z""}",
"3078CD0357322","{""$date"":""2020-07-28T07:01:07.566Z""}",
"3000CD0172039","{""$date"":""2020-07-28T07:01:06.952Z""}","22072019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","17022019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","03012018"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","20072019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","01082018"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","28112019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","15092019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","16082019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","22072019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","17042019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","10042019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","28022019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","19012019"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","06052018"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","16122017"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}","02092017"
"840791420000156","{""$date"":""2020-07-28T07:01:04.818Z""}",
"51185000134","{""$date"":""2020-07-28T07:01:00.024Z""}",
"44803000054","{""$date"":""2020-07-28T07:00:59.074Z""}",
"81997000169","{""$date"":""2020-07-28T07:00:58.611Z""}",
"61377001234","{""$date"":""2020-07-28T07:00:58.602Z""}",
"35709000082","{""$date"":""2020-07-28T07:00:58.544Z""}","23072018"
"35709000082","{""$date"":""2020-07-28T07:00:58.544Z""}",
"907671420000009","{""$date"":""2020-07-28T07:00:58.185Z""}","20032019"
"907671420000009","{""$date"":""2020-07-28T07:00:58.185Z""}",
"64712000346","{""$date"":""2020-07-28T07:00:57.405Z""}",
"42419000584","{""$date"":""2020-07-28T07:00:56.887Z""}",
"3029CD0273198","{""$date"":""2020-07-28T07:00:54.869Z""}",
"36498000466","{""$date"":""2020-07-28T07:00:52.838Z""}",
"43335000515","{""$date"":""2020-07-28T07:00:51.637Z""}",
"25065002005","{""$date"":""2020-07-28T07:00:50.530Z""}","28112013"
"25065002005","{""$date"":""2020-07-28T07:00:50.530Z""}",
"3001CD0068003","{""$date"":""2020-07-28T07:00:42.864Z""}","02052019"
"3001CD0068003","{""$date"":""2020-07-28T07:00:42.864Z""}","25052016"
"3001CD0068003","{""$date"":""2020-07-28T07:00:42.864Z""}","26042016"
"28329013470","{""$date"":""2020-07-28T07:00:41.946Z""}",
"71095000152","{""$date"":""2020-07-28T07:00:41.662Z""}","25122018"
"71095000152","{""$date"":""2020-07-28T07:00:41.662Z""}","31122019"
"71095000152","{""$date"":""2020-07-28T07:00:41.662Z""}",
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","04052019"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","29072019"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","14042019"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","16102017"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","01082017"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","25072017"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","09052017"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","10062015"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","04062015"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}","20042015"
"30831001547","{""$date"":""2020-07-28T07:00:38.716Z""}",
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","07072020"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","22112019"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","28082019"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","20042019"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","09102018"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","17042018"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","17012018"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","18042017"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","07022017"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","22032016"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","29012016"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","24032015"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","25032014"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","20042013"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}","15042013"
"46579003203","{""$date"":""2020-07-28T07:00:37.680Z""}",
"27760002823","{""$date"":""2020-07-28T07:00:37.576Z""}",
"27124008545","{""$date"":""2020-07-28T07:00:37.441Z""}",
"3001CD0068002","{""$date"":""2020-07-28T07:00:37.232Z""}","09062020"
"49303000445","{""$date"":""2020-07-28T07:00:36.271Z""}",
"3078CD0357314","{""$date"":""2020-07-28T07:00:36.146Z""}",
"33989000164","{""$date"":""2020-07-28T07:00:36.043Z""}",
"43502000222","{""$date"":""2020-07-28T07:00:35.798Z""}",
"52253000763","{""$date"":""2020-07-28T07:00:35.059Z""}","03052006"
"52253000763","{""$date"":""2020-07-28T07:00:35.059Z""}","03052006"
"52253000763","{""$date"":""2020-07-28T07:00:35.059Z""}",
"42401001734","{""$date"":""2020-07-28T07:00:32.512Z""}","13022020"
"42401001734","{""$date"":""2020-07-28T07:00:32.512Z""}",
"3078CD0357312","{""$date"":""2020-07-28T07:00:32.311Z""}","22102018"
"3078CD0357312","{""$date"":""2020-07-28T07:00:32.311Z""}","12042018"
"3078CD0357312","{""$date"":""2020-07-28T07:00:32.311Z""}","15032018"
"3078CD0357312","{""$date"":""2020-07-28T07:00:32.311Z""}","14092016"
"3078CD0357312","{""$date"":""2020-07-28T07:00:32.311Z""}","12102015"
"3078CD0357312","{""$date"":""2020-07-28T07:00:32.311Z""}","16032013"
"58004000114","{""$date"":""2020-07-28T07:00:31.175Z""}",
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","16062020"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","29052020"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","17032020"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","20012020"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","29112019"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","23072019"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","20102018"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","19062018"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","12062018"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","28032018"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","19092017"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}","20032017"
"65892001226","{""$date"":""2020-07-28T07:00:29.763Z""}",
"896421420000035","{""$date"":""2020-07-28T07:00:29.316Z""}",
"896421420000035","{""$date"":""2020-07-28T07:00:29.316Z""}",
"85634000003","{""$date"":""2020-07-28T07:00:26.819Z""}",
"26086006618","{""$date"":""2020-07-28T07:00:26.702Z""}",
"26086006618","{""$date"":""2020-07-28T07:00:26.702Z""}",
"81448000009","{""$date"":""2020-07-28T07:00:25.495Z""}","17072018"
"81448000009","{""$date"":""2020-07-28T07:00:25.495Z""}","19042018"
"81448000009","{""$date"":""2020-07-28T07:00:25.495Z""}","20012018"
"81448000009","{""$date"":""2020-07-28T07:00:25.495Z""}",
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","25062020"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","05052020"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","20022020"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","20022020"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","19092019"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","29072019"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","29122018"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","30012018"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","12092017"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","23052017"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","03092016"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","30102013"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}","18032005"
"47983001454","{""$date"":""2020-07-28T07:00:25.447Z""}",
"86562000031","{""$date"":""2020-07-28T07:00:23.338Z""}",
"46334000232","{""$date"":""2020-07-28T07:00:19.909Z""}",
"3054CD0291450","{""$date"":""2020-07-28T07:00:19.082Z""}",
"3029CD0273211","{""$date"":""2020-07-28T07:00:18.923Z""}",
"3025CD0170517","{""$date"":""2020-07-28T07:00:18.828Z""}","31082019"
"3025CD0170517","{""$date"":""2020-07-28T07:00:18.828Z""}","31122019"
"3025CD0170517","{""$date"":""2020-07-28T07:00:18.828Z""}","13092019"
"3025CD0170517","{""$date"":""2020-07-28T07:00:18.828Z""}","20092018"
"43627001878","{""$date"":""2020-07-28T07:00:18.612Z""}",
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","28052020"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","19092019"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","18092019"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","25072019"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","11062019"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","31012019"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","22092017"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","11052017"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","28102016"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}","26092016"
"47403001900","{""$date"":""2020-07-28T07:00:16.471Z""}",
"49217000668","{""$date"":""2020-07-28T07:00:15.348Z""}",
"38183001772","{""$date"":""2020-07-28T07:00:14.903Z""}",
"44989004311","{""$date"":""2020-07-28T07:00:12.146Z""}",
"71870000490","{""$date"":""2020-07-28T07:00:10.785Z""}",
"38693000617","{""$date"":""2020-07-28T07:00:10.578Z""}",
"41005003127","{""$date"":""2020-07-28T07:00:09.624Z""}",
"54889000600","{""$date"":""2020-07-28T07:00:04.243Z""}",
"69167000213","{""$date"":""2020-07-28T07:00:00.188Z""}",
"81869000515","{""$date"":""2020-07-28T06:59:59.299Z""}",
"61334000271","{""$date"":""2020-07-28T06:59:58.049Z""}",
"47414002268","{""$date"":""2020-07-28T06:59:50.720Z""}","22022020"
